"P22681" "P01730" "Q13094" "P56945" "P08620" "Q9NP95" "Q9HCT0" "P14784" "P19235" "O00459" "Q8WV28" "Q13651" "P10767" "P01579" "P10912" "P05112" "Q9GZV9" "P17081" "P26992" "Q14627" "P19174" "Q01113" "Q9UBC2" "Q01344" "P16234" "P51451" "O43559" "P22607" "P06756" "P09619" "P05106" "Q99665" "Q92569" "Q9H6Q3" "P53680" "P42702" "O75886" "P35968" "P42336" "O15520" "P29597" "P43403" "P01133" "P21781" "P08069" "Q8WYR1" "P17181" "Q8N6P7" "Q96JA1" "Q99650" "P27986" "O76093" "P21709" "P31785" "P54764" "P17948" "P01732" "P07333" "P10721" "P42338" "P30273" "Q08334" "P38484" "P09693" "P22455" "Q96CW1" "O95750" "Q969J5" "Q8WU20" "P46108" "P04234" "P15498" "P11274" "P06213" "O14492" "P35568" "P34741" "P63010" "P42701" "P60953" "Q9UHF4" "P12319" "P08581" "P07947" "Q14626" "P09603" "Q8IU57" "P26951" "Q6UXL0" "P48357" "O14964" "P11487" "Q9BUI4" "P29320" "Q9HBE5" "P05230" "P40189" "P62993" "O75791" "P61769" "Q15303" "Q99062" "P23458" "O43609" "P48551" "O43320" "P46109" "P07949" "P63000" "P01308" "P12931" "P29317" "O95782" "P48736" "Q9Y5K6" "P07766" "P20963" "P15260" "P20827" "P08887" "P06241" "Q9UKW4" "P78552" "P42566" "Q13905" "P00519" "P40238" "P09769" "P43405" "O43597" "O00329" "Q92783" "P01589" "Q13261" "Q99962" "Q15811" "P15509" "Q9HC73" "O60674" "P31371" "P01854" "P07948" "Q96B97" "P32927" "Q07889" "P62987" "P52333" "Q08881" "Q9Y6I3" "O94973" "P41240" "Q9NWQ8" "P60568" "P19086" "P09471" "Q04759" "P33681" "O95999" "O76036" "O75015" "O95936" "Q6PIZ9" "P01100" "P04899" "O15117" "P14222" "P10966" "P42081" "P59768" "Q06124" "P78314" "Q08116" "P48023" "P08637" "P05412" "Q92918" "Q9BXL7" "P29350" "Q9UJU6" "P10747" "Q9NPF7" "P29460" "P09496" "P09497" "Q15116" "Q67AC1" "P10242" "P08575" "P53621" "P04436" "A0JD25" "P01920" "A6NJW9" "P01848" "Q59F83" "Q9UQT9" "O15111" "P19438" "P08138" "Q00653" "A8K6K3" "P25963" "O43353" "O00220" "Q01201" "P19838" "P21580" "P50591" "Q12933" "Q8IUC6" "Q13546" "P41279" "Q9Y243" "P31749" "O00221" "O14763" "P17252" "Q92851" "P41743" "O15455" "Q13158" "Q02156" "Q15653" "Q9Y4K3" "Q9UDY8" "Q92985" "O14920" "O43524" "Q15628" "Q99558" "Q99759" "O43318" "P01138" "Q9Y6K9" "P21333" "P51617" "O14654" "Q9Y4H2" "Q05513" "Q13501" "P31751" "Q13233" "Q04206" "O95631" "P98172" "P18206" "O43921" "P28482" "P51636" "O00401" "Q16539" "O43639" "Q9UQF2" "P10301" "Q9UPT6" "Q9UIW2" "P01116" "O43914" "O14939" "Q9H254" "P35052" "O94887" "Q8N5V2" "Q13191" "P98077" "Q14563" "P32121" "Q99961" "Q9ULV8" "P54756" "P20936" "Q13224" "Q9BPU6" "P16333" "P17655" "P13385" "P41180" "P18084" "Q9UN19" "Q00535" "Q14247" "Q9UQC2" "Q14114" "P16410" "P35221" "P21453" "Q06187" "Q5UE93" "Q92730" "P51813" "Q9HCN6" "Q16555" "Q16584" "P01112" "O94929" "Q14451" "P14923" "O15020" "Q92556" "Q13177" "O15123" "Q92974" "P08174" "Q9NRC6" "Q15078" "Q14194" "Q9HCM2" "P52803" "Q6S5L8" "Q16825" "P07332" "Q12879" "Q14289" "Q15759" "P53667" "O14639" "P37840" "Q03135" "O14531" "Q05397" "P56539" "P35222" "O75056" "Q14161" "Q01082" "Q96J84" "P16885" "Q9H1D0" "O75051" "Q9NP85" "Q9BZW8" "P02549" "P52797" "Q15375" "P01111" "P51805" "O60880" "P29323" "Q92529" "O60500" "P18433" "P98155" "Q9UF33" "P11277" "P12814" "O14733" "P54762" "Q14185" "Q14195" "Q02763" "Q9NRY4" "P43146" "P78509" "Q6H8Q1" "P52798" "O95185" "Q96S59" "Q8NER1" "P16144" "O15264" "P53778" "Q07890" "P07196" "Q15768" "Q92734" "Q9NRA0" "P52799" "Q15052" "P04049" "Q8WYP3" "Q9UK32" "P27361" "Q16204" "O15399" "P05129" "Q9Y4G8" "O14827" "P21860" "P04626" "O60496" "Q15283" "Q13009" "P15056" "Q14957" "Q15389" "Q7Z699" "P31946" "Q8IZL8" "Q02750" "P05019" "Q8TD86" "Q13671" "P00540" "Q9NYA1" "P27482" "P29475" "P24723" "O15524" "O14543" "Q05655" "Q7LDG7" "Q13557" "P63096" "Q7Z698" "Q92835" "P35609" "P12270" "P08754" "Q12967" "Q15418" "P63244" "P10398" "P51812" "Q9NZT1" "Q9UQM7" "P55196" "Q8IV61" "Q15349" "P56159" "Q13772" "P20783" "Q13972" "Q8TDF6" "Q9UKT9" "P49815" "O43187" "Q9Y616" "Q92574" "Q9NWZ3" "P06239" "P62714" "Q9UHA4" "Q9NQU5" "P45985" "P40763" "P46940" "Q8IVT5" "Q13153" "Q9BVN2" "Q15465" "P06493" "Q92934" "Q9P286" "P30153" "O96013" "P53779" "P45983" "P10070" "P47712" "P67775" "O94813" "Q9Y6N7" "Q9NZ20" "O14735" "P63098" "P49763" "P18146" "P48454" "Q9BZM1" "O95977" "Q9UBK5" "Q5R387" "Q9BT40" "P23677" "Q00722" "Q8NEB9" "P30679" "Q16760" "P05362" "Q8TCG2" "P49619" "O00443" "Q86YW0" "O14732" "P78356" "Q9UBF8" "P27987" "P52824" "Q16620" "Q01970" "Q16566" "P52429" "O75912" "O15357" "P04054" "Q8N3E9" "Q00169" "Q13574" "O43426" "P49441" "P23743" "O60733" "O60331" "Q86XP1" "Q8TBX8" "O15056" "O43561" "Q16288" "O00750" "Q9NP31" "Q14642" "Q99755" "Q9BTU6" "Q9NRR6" "P60484" "Q9UNW1" "P32019" "Q9BX93" "P06396" "Q8NFU5" "Q14573" "Q96LZ3" "Q9BZM2" "Q9UNK4" "P39877" "P14555" "Q9NZK7" "P48426" "O95837" "Q14571" "P42680" "Q5T9C9" "P16298" "Q08209" "Q9Y2X7" "Q15735" "P16220" "Q9BRC7" "O15496" "P0C869" "O75747" "Q14643" "P29218" "P51178" "A4QPH2" "Q3MJ16" "Q0E9Q9" "Q9Y6J0" "Q07157" "Q9Y624" "P19320" "Q9BX67" "P42574" "P63261" "P16581" "P15311" "Q9UEW8" "P21731" "Q9NSI5" "P61586" "P57087" "Q14761" "P35579" "P19105" "Q9BUA6" "Q01449" "P12882" "P11055" "P49023" "P10916" "P52566" "O14950" "Q9UKX2" "Q9Y4D1" "P15153" "Q9UKX3" "P13535" "Q9Y623" "A7E2Y1" "P35580" "P52565" "Q9Y2K3" "P24844" "P60763" "O75116" "O60879" "Q96A32" "Q92888" "A6NIZ1" "P13533" "P62834" "P37173" "O15085" "Q13017" "P35749" "Q9NZN5" "O60610" "Q86T65" "Q02045" "Q49AA3" "P42681" "P05107" "P15391" "P84095" "P20701"
"P22681" 1 0.9 0.9 0.9 0.9 0.899 0.899 0.8 0.9 0.8 0.9 0.8 0.899 0.899 0.8 0.899 0.899 0.9 0.8 0.8 0.9 0.8 0.904 0.8 0.8 0.9 0.899 0.8 0.9 0.9 0.9 0.8 0.8 0.9 0.899 0.8 0.9 0.8 0.9 0.9 0.8 0.9 0.9 0.899 0.8 0.8 0.8 0.8 0.9 0.8 0.9 0.899 0.9 0.899 0.9 0.9 0.899 0.9 0.8 0.8 0.9 0.8 0.8 0.9 0.9 0.899 0.899 0.8 0.9 0.9 0.9 0.9 0.8 0.9 0.9 0.9 0.899 0.899 0.8 0.9 0.8 0.9 0.9 0.9 0.8 0.9 0.8 0.8 0.8 0.8 0.9 0.899 0.899 0.9 0.8 0.9 0.8 0.9 0.9 0.899 0.8 0.8 0.7918 0.9 0.7158 0.899 0.9 0.8 0.9 0.9 0.9 0.9 0.899 0.8 0.9 0.9 0.9 0.899 0.9 0.8 0.9 0.9 0.8 0.9 0.9 0.8 0.8 0.9 0.9 0.9 0.8 0.9 0.8 0.8 0.9 0.9 0.8 0.8 0.9 0.899 0.9 0.9 0.9 0.8 0.9 0.9 0.9 0.9 0.9 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1534 0 0 0 0 0 0 0 0 0 0 0 0.0712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1592 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P01730" 0.9 1 0.9 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0.145 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0.9 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8898 0 0 0 0 0.1712 0 0.9 0 0.9 0 0 0 0 0.9 0.9 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0.9 0.1812 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0.9 0.9036 0 0 0 0.9 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0.9 0 0 0.9 0.9 0 0.899 0.899 0.9 0.8894 0.9 0 0 0 0.9 0.9 0.9 0.9 0 0.76 0.9 0.899 0.9 0.899 0.899 0 0 0 0.899 0.9 0.9 0.899 0 0.9 0.9 0.9 0.9 0.76 0.8 0.9 0.9 0.899 0.899 0.9 0.8 0.8 0.9 0.8 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0.1474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Q13094" 0.9 0.9 1 0 0 0 0 0 0 0 0 0.1026 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0.0704 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0.0942 0 0 0.9 0 0 0 0.8342 0 0 0.9 0 0 0 0 0 0.9 0.9 0.9 0 0 0 0 0 0 0.088 0.9 0 0.9 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0.9 0.9 0.9 0 0 0 0 0.0634 0 0.9 0 0 0 0 0 0 0 0 0.9 0.9 0 0 0 0 0.9 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0.0774 0 0 0 0.9 0 0 0.1012 0 0 0.0858 0.9 0 0 0 0.0556 0 0 0 0.9 0 0 0 0 0 0 0 0 0.8358 0 0 0 0.07 0.8 0 0.0708 0 0 0 0.9 0 0.8 0.9 0 0 0 0 0 0 0 0 0 0 0.899 0.9 0.0718 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0.1084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0.0644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0.0558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0612 0 0 0 0 0 0 0 0.0764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0928 0 0 0 0 0 0 0 0.0734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0828 0 0 0 0.096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P56945" 0.9 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0.899 0.9 0.9 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0.9 0 0 0 0 0 0.9 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0.9 0 0 0 0.9 0 0 0.9 0.899 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0.9 0.9 0 0.9 0.9 0 0 0 0 0 0 0.899 0 0.9 0.899 0 0 0.9 0 0 0.9 0.9 0 0 0 0 0 0 0 0 0 0.9 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0.9 0.899 0.9 0 0 0 0 0 0 0 0.899 0 0 0 0 0.899 0 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0.9 0 0 0 0 0 0 0.9 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0.8
"P08620" 0.9 0 0 0 1 0.9 0 0 0 0 0 0 0.8942 0 0 0 0.9 0 0 0 0 0 0 0 0.8 0 0.899 0.8 0 0.8 0 0 0 0 0 0 0 0 0 0.1622 0 0 0 0.1524 0.8 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0.7748 0 0.9 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0.8 0 0 0 0.06 0 0 0 0 0.1594 0 0 0 0.875 0 0 0 0 0 0 0 0 0 0.8802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Q9NP95" 0.899 0 0 0 0.9 1 0 0 0 0 0 0 0.9 0 0 0 0.9 0 0 0 0 0 0 0 0.8 0 0.899 0.8 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0.7654 0 0.9 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0.0494 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0356 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Q9HCT0" 0.899 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0.899 0.8 0 0.8 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0.9 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0.899 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0.8 0 0 0 0.0874 0 0 0 0 0.9 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0.0534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0606 0 0 0 0 0 0 0 0.0606 0 0 0 0 0 0 0.075 0 0 0.077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0884 0 0 0 0 0 0 0 0 0 0 0 0.072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0788 0 0 0 0 0 0 0 0 0 0.064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
