"P63261" "P26006" "P16144" "P18206" "P35579" "P19105" "P26012" "O00401" "Q9BUA6" "Q01449" "P07737" "P12882" "P11055" "P49023" "O15145" "P10916" "O14950" "P35080" "Q9UKX2" "P50552" "Q9UKX3" "P13535" "O43707" "O15143" "Q9Y623" "Q13683" "Q9BPX5" "P06756" "P05106" "P08514" "A7E2Y1" "Q92747" "O95049" "Q04759" "P05129" "Q13797" "P26010" "P46940" "P35580" "Q9Y2K3" "P24844" "Q07157" "P56199" "P18564" "P17252" "O14604" "P08648" "O15144" "P18084" "P17301" "Q9Y281" "P35221" "Q02156" "P23528" "Q9UQB8" "Q8NHR9" "Q15942" "Q96A32" "Q9UKX5" "P24723" "Q05655" "Q9NVD7" "Q9UPY6" "O60331" "A1A4S6" "P15311" "P13533" "P60673" "Q92558" "O15511" "P26038" "P11532" "P35609" "O75578" "Q9UI47" "P42768" "Q9UDY2" "P53708" "P62328" "P12814" "P35749" "P13612" "P59998" "O60610" "Q02045" "P55196" "Q9HBI0" "Q9Y6W5" "P61586" "P01033" "P31146" "P07196" "P01137" "P05121" "P09486" "O95996" "P10600" "P17081" "P10124" "P48788" "P28289" "Q96EY1" "O15399" "Q9Y2I7" "Q13201" "P00488" "P01042" "O14827" "P01133" "Q8NEV4" "P78356" "O43903" "Q13224" "P49767" "Q9ULL8" "P68032" "P13805" "P08590" "Q14957" "P02775" "P02776" "O43915" "Q92574" "Q9UBC5" "P60763" "Q5TCQ9" "P05976" "P00747" "P01112" "O15273" "P10909" "P08697" "P01023" "Q14393" "P00746" "Q12879" "P04075" "O43182" "Q13557" "Q9Y2D8" "P19429" "Q8WWI1" "Q8TBX8" "P12829" "Q01082" "Q14324" "P45379" "Q96J84" "Q9Y5K6" "O00159" "P00451" "P07951" "Q00872" "P68133" "P61812" "P12259" "P06753" "Q99755" "Q9UM54" "Q4VCS5" "P02585" "P48426" "Q13459" "Q9UQM7" "Q14896" "Q96QZ7" "P20929" "P55008" "Q13972" "P35222" "O14641" "O43623" "P08620" "O14980" "P53778" "Q9Y3M2" "Q9UJQ4" "P68400" "O60907" "P08253" "Q9NPB6" "Q9UBT3" "Q9Y230" "Q08117" "Q9NZ42" "P49840" "O60381" "P24385" "P13349" "P46527" "Q16539" "P63208" "Q02363" "O00512" "P27348" "P15173" "Q04917" "Q9NVC6" "P04264" "Q92692" "Q96A65" "P51828" "P25054" "P20823" "Q9P1T7" "Q9NP62" "Q12947" "P30279" "O75581" "P12830" "P48729" "Q8WW43" "O15105" "Q15796" "O15169" "Q92793" "P19784" "Q96IF1" "P51817" "Q04725" "P15923" "P38570" "Q09472" "Q4KMG0" "Q99814" "P35968" "P42336" "Q15223" "P62258" "P42262" "P53999" "P13611" "Q9UKB1" "Q9UJU2" "Q12982" "P08069" "Q15911" "P19022" "P04626" "P20339" "P27986" "P46531" "P16591" "Q9HCS4" "Q16566" "P56704" "O43513" "P55291" "Q96H20" "Q9NZI8" "Q13363" "Q6P2C8" "O75197" "Q92542" "O75030" "P41743" "Q9BXJ9" "O00254" "O15178" "Q9H6I2" "P31946" "Q14247" "Q9Y2T1" "P05019" "Q99697" "P61981" "P33176" "P17096" "Q6PEW1" "O14746" "P17612" "Q03181" "P14923" "P60953" "Q92997" "P08581" "Q92886" "Q12846" "Q9Y265" "Q8N9N2" "Q9NP71" "P45984" "O60645" "P48431" "P30153" "P49841" "P49768" "Q13616" "P52952" "Q9BQ87" "Q5JTC6" "P28827" "Q6QHK4" "Q15759" "Q68DA7" "Q13461" "P23467" "O43524" "P36402" "Q9H6Z4" "Q13485" "P33151" "Q09327" "Q9Y4A5" "Q6IQ23" "P63000" "P51532" "P12931" "P29317" "Q14686" "P37173" "P52564" "P12956" "P50570" "P10586" "Q13467" "P00403" "P09874" "Q8N8S7" "P22415" "P20827" "P06241" "Q96BI3" "Q9Y297" "Q92837" "P05412" "P18031" "P14780" "P00519" "O14627" "Q13547" "O94907" "Q93074" "P98177" "O43474" "P36897" "Q6BEB4" "Q04724" "Q9NSA3" "P22612" "O75593" "P01106" "Q05513" "O14640" "Q12778" "Q9BVG8" "Q8N752" "P63151" "Q9NQS7" "Q04206" "Q9BXS5" "Q02080" "O00622" "Q6PIL6" "Q15596" "Q9BZK7" "Q9UKV0" "P67870" "Q14738" "P19634" "P05362" "P19320" "Q13158" "P34741" "O75116" "P48023" "P32004" "Q13188" "P43146" "P63096" "Q9NZ20" "P41240" "O00459" "P16520" "Q9HAV0" "Q9BZM1" "P32248" "Q5R387" "Q9P2W3" "P61952" "P63211" "P19087" "P01116" "Q00722" "O60266" "O14775" "Q92569" "P30679" "Q8WYR1" "Q01970" "P40145" "P42338" "P32302" "P41597" "O60503" "P63215" "P32246" "Q08828" "O14610" "Q9UK08" "O00574" "P62879" "P46094" "O43306" "Q8NFM4" "P04054" "P25025" "P51685" "P46092" "P51679" "O60733" "P49795" "P59768" "P51684" "Q08462" "P51677" "P30874" "P51686" "Q92633" "P48736" "P14416" "P50150" "P47712" "P01111" "P63218" "Q9UBI6" "O95467" "Q9BX93" "P49682" "P09769" "P50151" "Q9BZM2" "Q9UNK4" "P39877" "P14555" "Q9NZK7" "O95837" "O00329" "P62873" "O60262" "P07948" "P49407" "Q8WZA2" "P49238" "B4DGN0" "P61073" "O15496" "O95398" "P0C869" "Q3MJ16" "O95622" "A2RRE5" "P05556" "P14598" "P19174" "Q13094" "O95631" "Q8NER1" "O14735" "P19235" "Q8WV28" "P63098" "P49763" "P18146" "P48454" "O95977" "Q9UBK5" "P19086" "Q9BT40" "P16234" "P51451" "P23677" "P09619" "Q8NEB9" "P09471" "P22681" "Q16760" "Q8TCG2" "P43403" "P49619" "O00443" "Q86YW0" "O14732" "Q9UBF8" "P27987" "P52824" "Q16620" "P54764" "P17948" "P52429" "O75912" "P30273" "O15357" "Q8WU20" "P15498" "Q8TD86" "P21453" "Q06187" "P04899" "Q9NYA1" "Q8N3E9" "P27482" "P12319" "Q00169" "Q13574" "O43426" "P07947" "P49441" "P23743" "P52803" "Q86XP1" "P62993" "O75791" "Q15303" "O15056" "P78314" "P16885" "O43561" "Q16288" "O00750" "Q9NP85" "Q9NP31" "P52797" "Q14642" "P01138" "Q9UKW4" "Q9BTU6" "Q9NRR6" "P60484" "Q9UNW1" "P32019" "P06396" "Q8NFU5" "Q14573" "Q96LZ3" "P43405" "O60500" "Q9NZT1" "Q14571" "P42680" "O60674" "Q5T9C9" "P01854" "P16298" "Q08209" "Q9Y2X7" "Q15735" "P16220" "Q9BRC7" "Q08881" "O75747" "Q14643" "P29218" "P51178" "A4QPH2" "Q0E9Q9" "Q05397" "P56945" "Q15654" "P28482" "O43639" "P35916" "P27361" "Q9H254" "P98077" "P55212" "P20702" "P11215" "P16333" "P17655" "P55210" "P46108" "P05107" "O94929" "P42574" "O15020" "Q9Y490" "Q9NRC6" "Q6S5L8" "O14639" "Q06124" "P46109" "P20701" "P02549" "Q92529" "Q7Z5R6" "P18433" "Q13349" "P11277" "Q14185" "Q07889" "Q6H8Q1" "O95185" "Q14289" "P14784" "P04004" "P60568" "P15153" "P31785" "P23458" "Q08722" "P01589" "Q9HBW0" "P52333" "Q15311" "Q9HBY0" "P08138" "P98172" "Q9Y2M5" "Q07890" "P52757" "Q15768" "P19838" "O60229" "P52799" "P10301" "Q15052" "Q9UIW2" "P53365" "Q92608" "O60603" "Q9NQU5" "Q9NYB9" "P13498" "P45985" "P35052" "O94887" "Q8N5V2" "Q96Q42" "P41221" "P40763" "Q14563" "P32121" "P52565" "P31749" "P62745" "O94813" "Q13576" "O60496" "Q13153" "Q12929" "Q13009" "Q70Z35" "P55160" "Q96HP0" "Q9UN19" "O43157" "A8MVU1" "P62330" "P11274" "Q12979" "Q92730" "Q16584" "Q9H0H5" "Q07960" "P36575" "Q92556" "Q13177" "P25101" "Q92974" "Q9NR80" "Q9P286" "Q9HCM2" "Q14332" "Q8IVF5" "P07332" "P42081" "P54753" "O75365" "Q86VW2" "P53667" "Q92888" "Q15080" "O75962" "P84095" "P52306" "Q86UR1" "Q92854" "P46734" "Q14161" "Q99500" "P54760" "O96013" "Q99683" "P53779" "O15031" "P45983" "Q9Y2A7" "Q86VI3" "Q99759" "Q9ULL4" "O75051" "P19878" "P42684" "O15085" "P51805" "Q93096" "Q12967" "O94829" "P31431" "Q9Y5S8" "P48061" "P29323" "P21731" "Q9C0H5" "P04839" "P05305" "Q9BSQ5" "Q96N96" "Q13017" "Q9BRR9" "P43034" "Q8NFA2" "Q9NZN5" "O14733" "P54762" "Q9Y6N7" "Q13233" "P15882" "Q96F07" "Q5T4W7" "P10911" "Q14344" "P52566" "Q9Y4D1" "O60879" "A6NIZ1" "P62834" "Q86T65" "Q49AA3" "Q9NRY4" "P42681" "P01730" "Q96L33" "P21583" "Q9BYZ6" "P05231" "Q9HBH0" "P01732" "P10721" "P09693" "P04234" "O00212" "P15391" "O15524" "Q9BUI4" "O94844" "P40189" "P61769" "P07766" "P20963" "Q7L0Q8" "P08887" "P61968" "Q15669" "P29350" "P07333"
"P63261" 1 0.8 0.8 0.8 0.7082 0.8 0.8 0.8 0.8 0.8 0.7282 0.8 0.8 0.8 0.7862 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8116 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.7186 0.8 0.8 0.8 0.8 0.8 0.7316 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.7048 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.7114 0.8 0.8 0.8 0.8 0.8 0.7402 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1604 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P26006" 0.8 1 0.7188 0 0 0 0.8 0 0 0 0 0 0 0.8 0 0 0 0 0 0.8 0 0 0.7016 0 0 0 0 0 0.8 0.1484 0 0 0 0 0 0.157 0.788 0 0 0 0 0 0 0.8 0 0 0 0 0.8 0.1986 0 0 0 0 0 0 0 0 0.1526 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0.8 0.1656 0 0 0 0 0 0.8 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0.8 0 0 0 0 0 0 0 0 0.1502 0 0 0 0 0.8 0 0.046 0 0 0.8 0 0 0 0 0.8 0 0 0 0 0 0.1402 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0612 0 0 0 0 0 0 0 0 0 0.0568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P16144" 0.8 0.7188 1 0 0 0 0.1528 0 0 0 0 0 0 0.8 0 0 0 0 0 0.8 0 0 0.8 0 0 0.8 0 0.8 0.1774 0.8 0 0 0 0 0.8 0.8 0 0 0 0 0 0 0.8 0 0.9 0 0.8 0 0 0.6912 0 0 0 0 0 0 0 0 0.8 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0.8 0.8 0 0 0 0.8 0 0.8 0 0.8 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0.075 0 0 0 0 0 0 0 0 0 0 0.0992 0 0 0 0 0 0.899 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0.0964 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0.899 0 0 0 0 0 0 0.0642 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.072 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0.0624 0 0 0 0 0 0.0592 0.0468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0564 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1424 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.063 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0.8 0 0 0 0 0 0.1028 0 0 0.168 0 0 0 0.899 0.8 0.1604 0 0 0 0.8 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0.058 0 0 0 0 0 0 0.0458 0 0 0.1464 0 0 0 0 0 0 0 0.0596 0 0.0426 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602 0 0 0 0 0.0698 0 0.0794 0 0 0 0 0 0 0 0 0 0 0 0
"P18206" 0.8 0 0 1 0 0 0 0.8 0 0 0.8 0 0 0 0 0 0 0.8 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0.9 0 0 0.9 0 0 0 0.8 0 0 0 0 0 0 0 0.8 0 0 0 0.8 0 0 0 0 0.8 0 0.815 0.8 0 0 0 0.8 0.9 0 0 0 0 0 0.1464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0.9 0.8 0.9 0 0 0.8 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P35579" 0.7082 0 0 0 1 0.8 0 0 0.8 0.8 0.076 0.0666 0 0 0 0.8 0.8 0 0.0666 0.0754 0.0666 0.0666 0.0906 0 0.0666 0 0 0.899 0.9 0 0.0666 0 0.0666 0 0 0 0 0.0702 0.8606 0.0666 0.7078 0 0.899 0 0 0.0666 0.0798 0 0 0 0 0 0 0.0738 0 0 0.0972 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0.0756 0 0 0 0 0 0 0.899 0 0.092 0.9 0 0 0.0614 0.8 0 0.1768 0.0684 0.8 0 0 0 0.083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0 0 0 0.0666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0.0896 0.1728 0 0 0 0 0.899 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666 0 0 0 0 0 0 0 0 0 0 0.0776 0 0.9 0 0 0 0 0 0 0 0.0666 0 0 0 0 0 0 0 0 0 0 0.0736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0754 0 0 0 0 0 0 0 0 0 0 0.0664 0 0.0666 0.0666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.169 0.0666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
