"Q14790" "P22681" "P01730" "Q13094" "P56945" "P08620" "Q9NP95" "Q9HCT0" "P14784" "P19235" "O00459" "Q8WV28" "Q13651" "P10767" "P01579" "P10912" "P05112" "Q9GZV9" "P17081" "P26992" "Q14627" "P19174" "Q01113" "Q9UBC2" "Q01344" "P16234" "P51451" "O43559" "P22607" "P06756" "P09619" "P05106" "Q99665" "Q92569" "Q9H6Q3" "P53680" "P42702" "O75886" "P35968" "P42336" "O15520" "P29597" "P43403" "P01133" "P21781" "P08069" "Q8WYR1" "P17181" "Q8N6P7" "Q96JA1" "Q99650" "P27986" "O76093" "P21709" "P31785" "P54764" "P17948" "P01732" "P07333" "P10721" "P42338" "P30273" "Q08334" "P38484" "P09693" "P22455" "Q96CW1" "O95750" "Q969J5" "Q8WU20" "P46108" "P04234" "P15498" "P11274" "P06213" "O14492" "P35568" "P34741" "P63010" "P42701" "P60953" "Q9UHF4" "P12319" "P08581" "P07947" "Q14626" "P09603" "Q8IU57" "P26951" "Q6UXL0" "P48357" "O14964" "P11487" "Q9BUI4" "P29320" "Q9HBE5" "P05230" "P40189" "P62993" "O75791" "P61769" "Q15303" "Q99062" "P23458" "O43609" "P48551" "O43320" "P46109" "P07949" "P63000" "P01308" "P12931" "P29317" "O95782" "P48736" "Q9Y5K6" "P07766" "P20963" "P15260" "P20827" "P08887" "P06241" "Q9UKW4" "P78552" "P42566" "Q13905" "P00519" "P40238" "P09769" "P43405" "O43597" "O00329" "Q92783" "P01589" "Q13261" "Q99962" "Q15811" "P15509" "Q9HC73" "O60674" "P31371" "P01854" "P07948" "Q96B97" "P32927" "Q07889" "P62987" "P52333" "Q08881" "Q9Y6I3" "O94973" "O15111" "P19438" "P08138" "Q00653" "A8K6K3" "P25963" "O43353" "O00220" "Q01201" "P19838" "P21580" "P50591" "Q12933" "Q8IUC6" "Q13546" "P41279" "Q04759" "Q9Y243" "P31749" "O95999" "O00221" "O14763" "P17252" "Q92851" "P41743" "O15455" "Q13158" "Q02156" "Q15653" "Q9Y4K3" "Q9UDY8" "Q92985" "O14920" "O43524" "Q15628" "Q99558" "Q99759" "P48023" "O43318" "P01138" "Q9Y6K9" "P21333" "P51617" "O14654" "Q9Y4H2" "Q05513" "Q13501" "P31751" "Q9BXL7" "Q13233" "Q04206" "COL4A4" "P35222" "O14641" "O43623" "O14980" "P18206" "P53778" "Q9Y3M2" "Q9UJQ4" "P68400" "O60907" "P08253" "Q9NPB6" "Q9UBT3" "Q9Y230" "Q08117" "Q9NZ42" "P49840" "O60381" "P24385" "P13349" "P46527" "Q16539" "P63208" "O95996" "Q02363" "O00512" "P27348" "P15173" "P50552" "Q04917" "Q9NVC6" "P04264" "Q92692" "Q96A65" "P51828" "P25054" "P20823" "Q9P1T7" "Q9NP62" "Q12947" "P30279" "O75581" "P12830" "P48729" "Q8WW43" "O15105" "Q15796" "O15169" "Q92793" "P19784" "Q96IF1" "P51817" "Q04725" "P15923" "P38570" "Q09472" "Q4KMG0" "Q99814" "Q15223" "P62258" "P42262" "P53999" "P13611" "Q9UKB1" "Q9UJU2" "P26010" "Q12982" "P46940" "Q15911" "P19022" "P04626" "P20339" "P46531" "P16591" "Q07157" "Q9HCS4" "Q16566" "P56704" "O43513" "P55291" "Q96H20" "Q9NZI8" "Q13363" "Q6P2C8" "O75197" "Q92542" "O75030" "Q9BXJ9" "O00254" "O15178" "Q9H6I2" "P31946" "Q14247" "Q9Y2T1" "P05019" "Q99697" "P35221" "P61981" "P33176" "P17096" "Q6PEW1" "O14746" "P17612" "Q03181" "P14923" "Q92997" "Q92886" "Q12846" "Q9Y265" "Q8N9N2" "Q9NP71" "P45984" "O60645" "P48431" "Q15942" "P30153" "P49841" "P49768" "Q13616" "P52952" "Q9BQ87" "Q5JTC6" "P28827" "Q6QHK4" "Q15759" "Q68DA7" "Q13461" "P23467" "O60331" "A1A4S6" "P36402" "Q9H6Z4" "Q13485" "P33151" "Q09327" "Q9Y4A5" "Q6IQ23" "P51532" "Q14686" "P37173" "P52564" "P12956" "P50570" "P10586" "Q13467" "P00403" "P09874" "Q8N8S7" "P22415" "Q96BI3" "Q9UM54" "Q9Y297" "Q92837" "P05412" "P18031" "P14780" "O14627" "Q13547" "Q9UI47" "O94907" "Q93074" "P98177" "O43474" "P36897" "Q6BEB4" "Q04724" "Q9NSA3" "P22612" "O75593" "P01106" "O14640" "Q12778" "Q9BVG8" "Q8N752" "P63151" "P12814" "Q9NQS7" "Q9BXS5" "Q02080" "O00622" "Q6PIL6" "Q15596" "Q9BZK7" "Q9UKV0" "P67870" "Q14738" "Q68CJ9" "P02533" "Q96EB6" "P23409" "P11473" "P22736" "P10914" "P15172" "P05198" "P25490" "Q9Y6J0" "O15399" "Q92831" "P40763" "P06400" "Q14814" "Q8TEY5" "Q13309" "Q13224" "Q96BA8" "Q92585" "Q14957" "P51692" "Q9NPI6" "Q8TAD8" "P04141" "P42226" "Q8TD86" "P17676" "P30411" "O96020" "Q14188" "P27482" "P52630" "P19338" "Q86X55" "Q70SY1" "P08047" "Q12879" "P18848" "Q16665" "P10242" "P42229" "Q9UBG7" "O43889" "Q06330" "Q9H7Z7" "Q02930" "Q14765" "P27540" "P61244" "P42224" "Q99967" "P24522" "Q14573" "Q14186" "Q13105" "P15976" "P05305" "Q9NZT1" "O60238" "Q14571" "Q9Y6X2" "Q13469" "Q8N9B5" "Q00978" "P16220" "Q99966" "P00338" "Q15329" "Q14643" "Q96JK9" "Q8IZL2" "P11166" "P62877" "P27695" "P05121" "Q15672" "Q9H6Z9" "P40337" "O14503" "P49281" "Q15370" "Q15369" "Q9NWT6" "Q96KS0" "Q9HBZ2" "P50281" "P29274" "Q9GZT9" "P00558" "Q13617" "Q16595" "P28482" "Q99075" "P49763" "O14944" "P15153" "P01116" "P27361" "P98077" "O00238" "P21860" "P62745" "Q9NRA1" "P08913" "P49767" "O14511" "P01135" "O43915" "Q02750" "Q92730" "P01112" "P78536" "P49765" "P35070" "Q6S5L8" "P01127" "P84095" "Q06124" "Q05397" "Q9H4P4" "Q92854" "P13945" "P04085" "P16885" "O15085" "P01111" "Q92529" "Q9GZP0" "Q8WWG1" "Q9NZN5" "Q9R1E0" "Q9ULV1" "Q8N474" "Q9UBV4" "P56703" "Q9Y6F9" "Q9GZT5" "Q00722" "P09471" "P41221" "P09544" "Q5T4F7" "O14904" "Q96HF1" "Q01970" "O00755" "O75084" "P50148" "O14905" "P56705" "P04628" "O00744" "Q9H1J7" "O96014" "Q93098" "P56706" "Q93097" "Q9H461" "Q9H1J5" "Q6FHJ7" "P49815" "O43187" "Q9Y616" "Q92574" "Q9NWZ3" "P16144" "A4D0S4" "P35579" "P41240" "P49747" "P07942" "P26012" "P04004" "P21815" "P49023" "Q16363" "Q9UQP3" "O43707" "O15230" "P18827" "P11047" "O15335" "P07996" "Q92752" "Q13753" "P25940" "P24821" "O00443" "Q08431" "Q9UBF8" "P56199" "P18564" "Q9Y624" "P12111" "P18084" "O43854" "Q13418" "P05107" "Q9Y4G6" "P55268" "Q9Y490" "Q16787" "P35555" "Q14315" "P63261" "Q14289" "Q9NVD7" "P35443" "Q13751" "P20701" "P12107" "A6NMZ7" "P08572" "Q9Y6N6" "P12109" "Q08722" "P35609" "P35442" "P49746" "Q9Y5C1" "P20908" "P02462" "P53708" "Q13349" "P25391" "P10451" "Q01955" "P53420" "Q9HBI0" "P78509" "P24043" "Q96PE1" "P05556" "O15264" "P18428" "P01033" "P10147" "P02771" "P60568" "Q9NPF7" "P29460" "P05113" "P43246" "Q9NR55" "P19419" "P13236" "P13647" "O00198" "P05231" "P01584" "Q8WYK2" "Q969G9" "P13501" "Q04844" "P08700" "Q12968" "P29459" "P35225" "P01100" "Q06187" "P03956" "O95644" "P16581" "P18847" "Q92633" "P53779" "P45983" "P35354" "Q17RW2" "Q9UBY5" "P29965" "P00749" "Q9BZS1" "Q9HBW0" "Q9Y371" "P23443" "P21583" "Q9HAU4" "Q13191" "Q9ULZ2" "Q9H0M0" "Q9H201" "Q99961" "Q9ULV8" "P42679" "O95208" "O15524" "Q9UQQ2" "P46934" "P15036" "Q9HCE7" "O00750" "Q9NR46" "Q96J02" "P42680" "Q13322" "Q99963" "P29350" "Q8NER1" "P98172" "Q07890" "Q15768" "Q92734" "Q9NRA0" "P52799" "Q15052" "P04049" "Q9UK32" "Q16204" "Q9H254" "P05129" "Q9Y4G8" "O14827" "P20936" "O60496" "Q15283" "Q13009" "P15056" "Q15389" "Q9UQC2" "Q13671" "P00540" "O15020" "P04899" "Q9NYA1" "Q9NRC6" "P29475" "O14543" "Q7LDG7" "Q13557" "P63096" "Q01082" "P12270" "P02549" "P08754" "Q12967" "Q15418" "P29323" "P10398" "P51812" "P18433" "P11277" "Q9UQM7" "P55196" "Q02763" "Q8IV61" "Q15349" "Q13772" "P20783" "Q13972" "Q8TDF6" "Q9UKT9" "P51452" "P11142" "Q9BY84" "P28562" "Q13115" "Q9UQF2" "P54652" "Q9UPT6" "P17535" "P45985" "Q16828" "Q15256" "Q05923" "O95147" "Q16829" "P60763" "P17066" "P06401" "Q13202" "Q13387" "A6NIZ1" "Q99956" "P62834" "P54829" "Q9Y6W6" "P35236" "Q16690" "Q9H257" "O14733" "P61586" "B4DI54" "Q9UBK3" "Q9NZ20" "P62714" "P01137" "Q9UHA4" "P18146" "Q9BZM1" "O95977" "Q5R387" "P26651" "P19086" "Q9HBH9" "P02708" "Q9UIK4" "O75582" "P36507" "O14939" "P41212" "P24941" "Q8IVT5" "P32121" "P17302" "Q9UKL4" "Q86XP0" "P17655" "P62330" "O43293" "P17480" "P21453" "Q15797" "Q92934" "Q13164" "P04054" "O75116" "P25116" "O95136" "P48552" "P10415" "Q05655" "O75365" "O60733" "P35613" "O75676" "Q9Y618" "P28324" "P53355" "Q99500" "Q13950" "P48443" "Q05682" "P47712" "Q9BUB5" "Q9BX93" "P10275" "Q9BZM2" "Q9UNK4" "P39877" "P14555" "Q9NZK7" "O15198" "Q68DD2" "P14921" "P49407" "Q49AA3" "Q99717" "O15496" "P0C869" "P16949" "Q3MJ16" "P67775" "P19793" "P20749" "Q9Y239" "P04150" "P14778" "Q13478" "O60603" "Q96EY1" "Q13489" "O95256" "P05362" "Q14116" "P11215" "Q04864" "O15379" "P08571" "Q8NFZ5" "Q96IZ0" "P27930" "Q9Y2T4" "Q00005" "Q16552" "P42345" "P04003" "P25942" "Q13077" "P09086" "Q66LE6" "P04629" "O75925" "Q9UMX1" "P61968" "P63165" "O75928" "O95631" "O14735" "P63098" "P48454" "Q9UBK5" "Q9BT40" "P23677" "Q8NEB9" "P30679" "Q16760" "Q8TCG2" "P49619" "Q86YW0" "O14732" "P78356" "P27987" "P52824" "Q16620" "P52429" "O75912" "O15357" "Q8N3E9" "Q00169" "Q13574" "O43426" "P49441" "P23743" "P52803" "Q86XP1" "Q8TBX8" "O15056" "P78314" "Q96J84" "O43561" "Q16288" "Q9NP85" "Q9NP31" "P52797" "Q14642" "Q99755" "Q9BTU6" "Q9NRR6" "P60484" "Q9UNW1" "P32019" "P06396" "Q8NFU5" "Q96LZ3" "P48426" "O95837" "O60500" "Q5T9C9" "P16298" "Q08209" "Q9Y2X7" "Q15735" "Q9BRC7" "P43146" "O75747" "P29218" "P51178" "A4QPH2" "Q0E9Q9" "P26006" "Q15654" "O00401" "O43639" "Q13683" "P35916" "P08514" "Q13797" "P55212" "P20702" "P16333" "P08648" "P17301" "P55210" "O94929" "P42574" "Q9UKX5" "O14639" "O75578" "Q7Z5R6" "P13612" "Q14185" "Q6H8Q1" "O95185" "Q15311" "Q9HBY0" "Q9Y2M5" "P52757" "O60229" "P10301" "Q9UIW2" "P53365" "Q92608" "Q9NQU5" "Q9NYB9" "P13498" "P35052" "O94887" "Q8N5V2" "Q96Q42" "Q14563" "P52565" "O94813" "Q13576" "Q13153" "Q12929" "Q70Z35" "P55160" "Q96HP0" "Q9UN19" "O43157" "A8MVU1" "Q12979" "Q16584" "Q9H0H5" "Q07960" "P36575" "Q92556" "Q13177" "P25101" "Q92974" "Q9UQB8" "Q9NR80" "Q9P286" "Q9HCM2" "Q14332" "Q8IVF5" "P07332" "P42081" "P54753" "P59768" "Q9UPY6" "Q86VW2" "P53667" "Q92888" "Q15080" "O75962" "P52306" "Q86UR1" "P46734" "Q14161" "P54760" "O96013" "Q99683" "O15031" "Q92558" "Q9Y2A7" "Q86VI3" "Q9ULL4" "O75051" "P19878" "P42684" "P51805" "Q93096" "O94829" "P31431" "Q9Y5S8" "P48061" "P21731" "Q9C0H5" "P04839" "Q9BSQ5" "Q96N96" "Q13017" "Q9BRR9" "P43034" "Q8NFA2" "P54762" "Q9Y6N7" "P15882" "P61073" "Q96F07" "Q5T4W7" "Q9Y6W5" "P10911" "Q14344" "P19105" "Q9BUA6" "Q01449" "P12882" "P11055" "P10916" "P52566" "O14950" "Q9UKX2" "Q9Y4D1" "Q9UKX3" "P13535" "Q9Y623" "A7E2Y1" "P35580" "Q9Y2K3" "P24844" "O60879" "Q96A32" "P24723" "P13533" "P35749" "O60610" "Q86T65" "Q02045" "Q9NRY4" "Q01196" "P03372" "Q92830" "O43763" "P56915" "O95863" "P38936" "P11802" "Q8WUH2" "P12757" "P49790" "Q08999" "Q8N2W9" "Q96RN5" "P42772" "O43541" "Q14974" "Q8N1F8" "O75446" "Q02447" "P19532" "Q15831" "P63279" "Q15583" "Q7Z3T8" "P55316" "Q13761" "P35658" "Q96ST3" "P56177" "P17813" "Q09028" "P28749" "Q9GZN2" "P12755" "P23771" "Q16254" "O75182" "Q16576" "P01574" "O00422" "P01876" "Q06413" "P22301" "Q13951" "Q9UL17" "Q14213" "Q6UWB1" "Q07817" "Q9NQC7" "Q07325" "Q9NSE2" "Q9BY44" "P36888" "Q9NQB0" "P06753" "P14649" "O60504" "P48788" "P28289" "P13805" "P08590" "P60660" "P05976" "O15273" "P19429" "P12829" "Q14324" "P45379" "P07951" "Q00872" "P11532" "P29536" "P02585" "Q14896" "P20929"
"Q14790" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.088 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0848 0 0 0 0 0 0 0 0 0 0 0 0 0.083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P22681" 0 1 0.9 0.9 0.9 0.9 0.899 0.899 0.8 0.9 0.8 0.9 0.8 0.899 0.899 0.8 0.899 0.899 0.9 0.8 0.8 0.9 0.8 0.904 0.8 0.8 0.9 0.899 0.8 0.9 0.9 0.9 0.8 0.8 0.9 0.899 0.8 0.9 0.8 0.9 0.9 0.8 0.9 0.9 0.899 0.8 0.8 0.8 0.8 0.9 0.8 0.9 0.899 0.9 0.899 0.9 0.9 0.899 0.9 0.8 0.8 0.9 0.8 0.8 0.9 0.9 0.899 0.899 0.8 0.9 0.9 0.9 0.9 0.8 0.9 0.9 0.9 0.899 0.899 0.8 0.9 0.8 0.9 0.9 0.9 0.8 0.9 0.8 0.8 0.8 0.8 0.9 0.899 0.899 0.9 0.8 0.9 0.8 0.9 0.9 0.899 0.8 0.8 0.7918 0.9 0.7158 0.899 0.9 0.8 0.9 0.9 0.9 0.9 0.899 0.8 0.9 0.9 0.9 0.899 0.9 0.8 0.9 0.9 0.8 0.9 0.9 0.8 0.8 0.9 0.9 0.9 0.8 0.9 0.8 0.8 0.9 0.9 0.8 0.8 0.9 0.899 0.9 0.9 0.9 0.8 0.9 0.9 0.9 0.9 0.9 0.899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1438 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0678 0 0 0 0 0 0 0 0 0 0 0.0646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1418 0 0 0.1462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1592 0 0 0 0 0 0 0 0 0 0 0 0 0.0736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
