"O00555" "O15111" "P19438" "P08138" "Q00653" "A8K6K3" "P25963" "O43353" "O00220" "Q01201" "P19838" "P21580" "P50591" "Q12933" "Q8IUC6" "Q13546" "P41279" "Q04759" "Q9Y243" "P31749" "O95999" "O00221" "O14763" "P17252" "Q92851" "P41743" "O15455" "Q13158" "P35568" "Q02156" "Q15653" "Q9Y4K3" "Q9UDY8" "Q92985" "O14920" "O43524" "Q15628" "Q99558" "Q99759" "P48023" "O43318" "P01138" "Q9Y6K9" "P21333" "P51617" "O14654" "Q9Y4H2" "Q05513" "Q13501" "P31751" "Q9BXL7" "Q13233" "Q04206" "P46109" "P26006" "Q13094" "P56945" "P16144" "P19235" "O00459" "P26012" "P49023" "P17081" "Q9ULH0" "Q92608" "P16234" "Q13683" "O43559" "P06756" "P05106" "P08514" "P45985" "Q92569" "Q13480" "P38570" "P42336" "P22681" "Q13191" "Q13797" "P26010" "P08069" "P20702" "Q8WYR1" "Q9ULV8" "P12318" "P27986" "P56199" "P18564" "P11215" "P42338" "P08648" "P18084" "P17301" "Q8WU20" "P46108" "Q9UQC2" "P05019" "P05107" "P11274" "Q14114" "P08581" "Q9UKX5" "Q14289" "P62993" "O75791" "Q06124" "Q05397" "P63000" "P20701" "P31994" "P48736" "P53779" "P45983" "P42684" "P08637" "O75578" "Q13905" "P00519" "O00329" "P53708" "O60674" "P98155" "Q13349" "Q92918" "P13612" "Q14185" "A6NKC4" "P78509" "Q9UJU6" "Q9UER7" "P01133" "A4D0S4" "P28482" "P01033" "P41240" "Q9NWQ8" "P01137" "P07942" "O00401" "P05121" "Q16363" "P09486" "O43639" "P10600" "P10124" "P19174" "Q9UBC2" "Q99816" "O43707" "O15230" "P01116" "P51451" "O14672" "P09619" "P35916" "P27361" "P53680" "Q9Y3E7" "O75886" "P35968" "P19634" "Q13753" "P40763" "Q13201" "P00488" "P01042" "P21860" "P04626" "P20339" "Q6DN90" "Q96JA1" "P20936" "Q92738" "P49767" "Q12929" "P17948" "P16333" "Q9HCC9" "Q96CW1" "P02775" "P02776" "O43915" "P62330" "P40818" "P35221" "P00747" "O14746" "P01112" "P78536" "P63010" "P60953" "P25101" "P10909" "P08697" "O43426" "P01023" "P07947" "P30153" "O14964" "Q14393" "P00746" "O60331" "P04075" "Q03135" "O43609" "P35222" "O95630" "Q13751" "P49418" "P12931" "O95782" "P00451" "Q9Y6N6" "P42224" "P42345" "P35609" "P61812" "Q8WWN9" "P12259" "P14616" "P06241" "O43184" "P01111" "P18031" "P42566" "Q05193" "P06396" "P09769" "O43597" "Q92783" "P05305" "Q99962" "P63151" "P25391" "P07948" "P12814" "Q96B97" "Q07889" "P62987" "P29350" "P24043" "Q9Y6I3" "Q99418" "O94973" "P18206" "P08567" "P41221" "P00441" "P14770" "Q9Y490" "P40197" "P45984" "Q14332" "Q14315" "P07359" "Q9ULD4" "Q5JVS0" "O75083" "P13224" "Q8WUP2" "O75369" "P01100" "P01730" "O15264" "P53778" "P18428" "P08253" "P10147" "P02771" "P60568" "P24385" "P01579" "Q16539" "P29460" "P05112" "P05113" "Q9NR55" "P19419" "P13236" "P13647" "P05231" "O15105" "Q99665" "P01584" "P29597" "P11831" "Q969G9" "P46531" "P30273" "P09693" "P13501" "P08700" "P04141" "Q13418" "Q12968" "P04234" "P29459" "P35225" "P34741" "Q06187" "P42701" "P12319" "P03956" "O95644" "Q15759" "Q9BUI4" "Q13485" "Q969V6" "Q92633" "P07766" "P20963" "P35354" "Q9UBY5" "P29965" "P05412" "P00749" "P43405" "Q9BZS1" "P01589" "P01854" "Q13469" "Q9HBW0" "P16220" "Q96S59" "Q8NER1" "P98172" "P14784" "Q07890" "P07196" "P51636" "Q15768" "Q92734" "Q9NRA0" "P52799" "P19086" "Q15052" "P04049" "Q8WYP3" "P22607" "P09471" "Q9UK32" "Q16204" "O15399" "Q9H254" "P05129" "Q9Y4G8" "P98077" "O14827" "P31785" "O60496" "Q13224" "Q15283" "Q13009" "P10721" "P15056" "Q14957" "Q15389" "Q7Z699" "P31946" "Q8IZL8" "P15498" "Q02750" "P06213" "Q8TD86" "Q13671" "P00540" "O15020" "P04899" "Q9NYA1" "Q13177" "P27482" "Q9NRC6" "P29475" "P24723" "O15524" "O14543" "Q05655" "Q12879" "P59768" "Q7LDG7" "Q13557" "P63096" "P23458" "P07949" "Q7Z698" "P01308" "Q01082" "Q92835" "P12270" "P02549" "P08754" "Q12967" "Q15418" "P29323" "P63244" "P10398" "P51812" "Q9NZT1" "P18433" "P11277" "P54762" "Q9UQM7" "P55196" "Q02763" "Q8IV61" "Q15349" "P52333" "P56159" "Q13772" "P20783" "Q13972" "Q8TDF6" "Q9UKT9" "P34931" "Q9BRV8" "Q9BX74" "Q6P2H8" "Q9Y5Z9" "Q8N9B8" "Q9NPF7" "P43246" "O00198" "Q92793" "Q09472" "P06400" "Q8WYK2" "P01732" "Q04844" "Q92997" "P16581" "P61769" "P18847" "Q14765" "Q17RW2" "P01106" "P51452" "P11142" "Q9BY84" "P28562" "Q13115" "Q9UQF2" "P54652" "P15153" "Q9UPT6" "P17535" "Q16828" "Q15256" "Q05923" "O95147" "Q16829" "P60763" "P17066" "P06401" "Q13202" "Q13387" "A6NIZ1" "Q99956" "P62834" "P54829" "Q9Y6W6" "P35236" "Q16690" "Q9H257" "O14733" "P61586" "B4DI54" "Q9UBK3" "O43623" "Q9NZ20" "P49815" "P62714" "Q9UHA4" "P18146" "Q9BZM1" "O95977" "Q5R387" "P26651" "Q9HBH9" "P18827" "P02708" "Q9UIK4" "O75582" "Q15796" "P51817" "P36507" "O14939" "P41212" "P24941" "P46940" "Q8IVT5" "P32121" "P17302" "Q9Y624" "Q9UKL4" "Q86XP0" "P17655" "O75030" "Q92574" "O43293" "P17480" "P21453" "P17676" "Q15797" "Q92934" "P17612" "Q13164" "P04054" "P42679" "O75116" "P25116" "O95136" "P48552" "P10415" "O75365" "O60733" "P35613" "O75676" "Q9Y618" "P28324" "P53355" "Q99500" "Q13950" "P48443" "P15036" "Q05682" "P47712" "Q9BUB5" "Q9BX93" "P10275" "Q9BZM2" "Q9UNK4" "P39877" "P14555" "Q9NZK7" "P22612" "O15198" "Q68DD2" "P14921" "P49407" "Q49AA3" "Q99717" "O15496" "P0C869" "P16949" "Q3MJ16" "P67775" "P19793" "P21359" "O14641" "Q15311" "Q9HBY0" "O95631" "Q9Y2M5" "P52757" "O60229" "P10301" "Q9UIW2" "P53365" "P25054" "O60603" "Q00722" "Q9NQU5" "Q9NYB9" "P13498" "P35052" "O94887" "Q8N5V2" "Q96Q42" "Q14563" "P19022" "P52565" "P62745" "O94813" "Q13576" "Q13153" "Q70Z35" "P55160" "Q96HP0" "Q9UN19" "O43157" "A8MVU1" "Q14247" "Q12979" "Q92730" "Q16584" "Q9H0H5" "O94929" "Q07960" "P14923" "P36575" "Q92556" "Q92974" "Q9UQB8" "Q9NR80" "Q9P286" "Q9HCM2" "Q8IVF5" "P07332" "P42081" "P54753" "Q9UPY6" "Q86VW2" "P53667" "Q92888" "Q15080" "O14639" "O75962" "P84095" "P52306" "Q86UR1" "Q92854" "P46734" "Q14161" "P54760" "O96013" "P29317" "Q99683" "P52564" "O15031" "Q92558" "Q9Y2A7" "Q86VI3" "Q9ULL4" "O75051" "P19878" "O15085" "P20827" "Q99755" "P51805" "Q9UKW4" "Q93096" "O94829" "P31431" "Q9Y5S8" "P48061" "P21731" "Q9C0H5" "P04839" "O14640" "Q9BSQ5" "Q96N96" "Q13017" "Q9BRR9" "Q9Y2X7" "P43034" "Q8NFA2" "Q9NZN5" "Q9Y6N7" "P15882" "P61073" "P43146" "Q96F07" "Q5T4W7" "Q6H8Q1" "Q9Y6W5" "P10911" "Q14344" "Q99640" "O43683" "P18848" "P32004" "P62070" "P03372" "Q96L33" "P11912" "Q8WV28" "P21583" "Q9BYZ6" "Q9HBH0" "Q15118" "O14807" "P22455" "O00212" "Q6VN20" "Q15139" "O94844" "P40189" "P17405" "Q86VZ5" "Q7L0Q8" "P08887" "P61968" "Q8NCS7" "P30281" "Q16739" "Q7Z5R6" "Q15669" "P40259" "Q8N307" "P36897" "O75807" "Q03167" "Q9NPB6" "P23443" "P10912" "O95863" "Q8WUH2" "O15169" "Q9HAU4" "O00238" "Q9H0M0" "P37023" "P29590" "P08913" "P46937" "O95405" "P98082" "Q7Z3T8" "P13945" "P98170" "Q9NP97" "P37173" "Q9HCE7" "P17813" "Q13145"
"O00555" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"O15111" 0 1 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.8 0.9 0.9 0.8 0.9 0.8 0.9 0.9 0.8 0.9 0.9 0.8 0.9 0.9 0.9 0.8 0.9 0.9 0.9 0.9 0.8 0.891 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.899 0.8625 0.8 0.8 0.9 0.899 0.8 0.9 0.8 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P19438" 0 0.9 1 0 0 0.9 0.9 0 0 0 0.9 0.9 0 0.8 0 0.9 0 0 0 0 0 0 0 0 0 0.9 0 0.9 0 0 0 0.8 0 0 0.9 0 0.9 0.9 0.9 0 0.9 0 0.9 0 0 0 0 0.9 0.9 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.899 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08575 0 0 0 0.9 0 0 0 0 0.9 0 0.0745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"P08138" 0 0.9 0 1 0 0 0.9 0.9 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0.9 0 0 0.9 0 0 0 0 0 0 0.9 0.9 0 0.9 0 0 0.9 0.899 0 0 0 0.9 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0.9 0 0 0 0 0 0 0.8 0 0 0.9 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0.8 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Q00653" 0 0.9 0 0 1 0 0.78325 0 0 0.9 0.784 0.118 0 0.085 0.097 0 0 0 0 0 0 0.1085 0.0765 0 0 0 0 0 0 0 0.7775 0 0 0 0.9 0 0 0.9 0 0 0 0 0.9 0 0 0 0 0 0.089 0 0 0 0.78075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0.9 0.9 0.75575 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08025 0 0 0 0.099 0 0 0 0.09775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"A8K6K3" 0 0.9 0.9 0 0 1 0.8 0.8 0 0 0 0 0 0 0.899 0.9 0 0 0 0 0 0 0 0.1035 0 0 0.9 0 0 0 0.8 0.9 0 0 0.9 0 0.9 0 0.9 0 0.9 0 0.9 0 0.9 0 0 0 0.1275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0.134 0 0 0 0 0 0 0 0 0 0.12325 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10675 0.13375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.164 0 0 0 0 0.8 0.8 0 0 0 0 0 0 0 0.9 0 0 0.09675 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0.1155 0 0 0 0 0.10275 0 0 0.1065 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0.133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13775 0.115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12175 0 0.07425 0 0 0 0 0 0 0 0 0.14275 0 0 0 0.11975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121 0 0 0 0 0 0 0 0 0 0 0 0 0.11325 0 0 0 0 0 0.1355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.087 0 0 0 0 0 0 0 0 0 0 0 0 0 0.157 0 0 0 0 0 0 0 0 0 0 0.10475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0955 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1155 0 0.9 0 0.1295 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0.09075 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0.9 0 0.9 0 0 0
